constant,area,yearc
1,56,1924
1,55,1960
1,40,1960
1,44,1975
1,77,1973
1,73,1918
1,37,1957.5
1,87,1957.5
1,79,1918
1,68,1918
1,22,1957.5
1,83,1918
1,140,1972
1,89,1966
1,96,1987
1,82,1972
1,98,1991
1,103,1968
1,53,1918
1,59,1982
1,96,1966
1,101,1924
1,30,1960
1,50,1957.5
1,90,1957.5
1,69,1957.5
1,56,1972
1,77,1972
1,63,1957
1,41,1918
1,44,1966
1,110,1924
1,112,1918
1,59,1957
1,70,1957
1,60,1972
1,243,1918
1,100,1967
1,120,1972
1,84,1957.5
1,88,1992
1,27,1972
1,71,1966
1,73,1957.5
1,98,1966
1,54,1924
1,43,1924
1,73,1948
1,110,1918
1,71,1966
1,88,1918
1,140,1960
1,28,1966
1,44,1924
1,92,1918
1,46,1918
1,67,1975
1,78,1973
1,122,1918
1,58,1970
1,48,1966
1,78,1969
1,41,1970
1,30,1957.5
1,24,1966
1,87,1973
1,67,1967
1,68,1966
1,73,1948
1,101,1924
1,80,1957.5
1,70,1996
1,76,1982
1,65,1957
1,60,1957
1,85,1924
1,54,1918
1,68,1924
1,55,1999
1,86,1948
1,75,1966
1,25,1966
1,90,1918
1,58,1939
1,59,1957.5
1,73,1957
1,68,1957
1,87,1918
1,52,1957
1,130,1948
1,28,1960
1,74,1918
1,70,1957.5
1,96,1918
1,61,1966
1,95,1924
1,51,1918
1,53,1918
1,73,1957.5
1,54,1918
1,57,1966
1,38,1948
1,81,1939
1,59,1957
1,76,1960
1,93,1957
1,70,1918
1,127,1918
1,80,1972
1,27,1972
1,66,1966
1,56,1966
1,43,1939
1,112,1918
1,76,1957
1,64,1966
1,60,1957.5
1,70,1973
1,104,1957
1,48,1966
1,42,1957
1,86,1924
1,90,1957
1,65,1971
1,120,1918
1,115,1918
1,59,1957
1,100,1996
1,108,1973
1,75,1970
1,128,1974
1,79,1973
1,105,1918
1,126,1957.5
1,59,1924
1,63,1960
1,78,1960
1,98,1918
1,63,1991
1,62,1966
1,37,1972
1,38,1972
1,60,1972
1,76,1957
1,34,1972
1,64,1957
1,90,1948
1,31,1957
1,81,1972
1,65,1972
1,200,1924
1,98,1924
1,44,1983
1,96,1998
1,63,1966
1,64,1966
1,48,1960
1,70,1957
1,49,1939
1,103,1918
1,91,1918
1,105,1924
1,64,1918
1,79,1992
1,83,1991
1,56,1966
1,44,1971
1,67,1957
1,54,1969
1,52,1957
1,79,1960
1,109,1918
1,102,1918
1,28,1918
1,66,1957
1,52,1918
1,30,1960
1,87,1966
1,94,1918
1,70,1985
1,95,1918
1,75,1939
1,51,1966
1,33,1966
1,70,1995
1,44,1918
1,62,1969
1,54,1966
1,77,1999
1,74,1984
1,93,1957.5
1,69,1996
1,92,1972
1,86,1993
1,53,1995
1,78,1972
1,82,1985
1,45,1960
1,79,1967
1,82,1966
1,84,1957.5
1,75,1970
1,29,1939
1,35,1939
1,47,1918
1,75,1918
1,75,1957.5
1,65,1957
1,32,1957
1,61,1995
1,32,1970
1,52,1939
1,85,1957
1,88,1976
1,24,1983
1,88,1990
1,68,1966
1,60,1918
1,95,1966
1,35,1939
1,78,1991
1,38,1924
1,71,1918
1,70,1966
1,91,1918
1,52,1997
1,39,1972
1,70,1918
1,71,1924
1,80,1960
1,63,1991
1,79,1972
1,66,1957.5
1,49,1957
1,70,1918
1,64,1966
1,120,1986
1,62,1971
1,60,1938
1,77,1969
1,67,1960
1,88,1972
1,72,1998
1,57,1948
1,83,1986
1,61,1957.5
1,63,1918
1,89,1957.5
1,75,1924
1,38,1957
1,150,1918
1,61,1957
1,110,1918
1,50,1973
1,115,1918
1,86,1972
1,60,1957
1,68,1977
1,87,1967
1,61,1924
1,29,1966
1,61,1966
1,39,1972
1,50,1983
1,63,1960
1,34,1960
1,25,1960
1,97,1924
1,70,1918
1,104,1918
1,62,1957.5
1,37,1960
1,68,1957
1,40,1972
1,56,1967
1,100,1918
1,88,1972
1,47,1996
1,59,1948
1,90,1960
1,69,1924
1,50,1960
1,74,1973
1,96,1969
1,45,1957.5
1,32,1970
1,43,1991
1,108,1994
1,29,1939
1,76,1918
1,76,1918
1,57,1966
1,60,1966
1,60,1924
1,24,1974
1,76,1997
1,66,1969
1,59,1991
1,78,1985
1,65,1960
1,72,1994
1,82,1991
1,61,1966
1,46,1918
1,61,1966
1,68,1992
1,96,1918
1,58,1989
1,68,1967
1,38,1972
1,71,1966
1,35,1918
1,64,1984
1,104,1948
1,87,1939
1,70,1918
1,37,1924
1,40,1960
1,76,1980
1,56,1960
1,63,1960
1,70,1924
1,86,1983
1,36,1973
1,32,1960
1,25,1968
1,90,1918
1,36,1957
1,52,1966
1,32,1972
1,38,1957.5
1,70,1918
1,135,1918
1,74,1948
1,65,1918
1,75,1991
1,120,1981
1,54,1918
1,30,1966
1,45,1966
1,55,1983
1,114,1983
1,100,1918
1,28,1972
1,54,1966
1,32,1957.5
1,71,1995
1,82,1983
1,80,1948
1,53,1957
1,97,1960
1,90,1973
1,59,1985
1,71,1918
1,78,1957.5
1,69,1966
1,45,1957.5
1,50,1957
1,63,1957
1,120,1957
1,72,1969
1,80,1986
1,70,1948
1,32,1973
1,28,1969
1,23,1983
1,60,1968
1,96,1918
1,57,1966
1,78,1957
1,76,1986
1,68,1984
1,40,1948
1,99,1997
1,51,1957.5
1,56,1966
1,57,1957
1,90,1991
1,34,1983
1,90,1948
1,58,1983
1,118,1918
1,32,1974
1,87,1966
1,110,1992
1,95,1948
1,62,1966
1,80,1957.5
1,29,1918
1,61,1972
1,76,1957
1,76,1957
1,80,1966
1,30,1972
1,75,1971
1,45,1972
1,86,1918
1,36,1918
1,48,1972
1,56,1939
1,48,1972
1,39,1991
1,60,1991
1,85,1960
1,100,1994.5
1,68,1966
1,93,1966
1,86,1972
1,80,1994
1,78,1966
1,90,1983
1,61,1918
1,42,1972
1,80,1988
1,51,1918
1,74,1918
1,22,1957.5
1,72,1924
1,84,1924
1,49,1957
1,62,1983
1,80,1957.5
1,56,1987
1,71,1973
1,150,1918
1,80,1960
1,73,1966
1,85,1972
1,90,1924
1,68,1957
1,66,1960
1,40,1973
1,40,1939
1,68,1968
1,90,1971
1,64,1991
1,64,1957.5
1,67,1948
1,49,1969
1,64,1972
1,80,1963
1,107,1972
1,77,1969
1,70,1957
1,58,1987
1,73,1918
1,95,1918
1,47,1957
1,85,1973
1,73,1982
1,53,1918
1,60,1972
1,83,1992
1,91,1986
1,73,1924
1,57,1957.5
1,56,1966
1,60,1972
1,85,1924
1,94,1982
1,48,1957
1,49,1991
1,63,1939
1,95,1994
1,30,1960
1,70,1986
1,56,1957.5
1,57,1957.5
1,34,1960
1,34,1957
1,117,1957
1,70,1960
1,40,1973
1,32,1969
1,60,1988
1,27,1966
1,120,1948
1,30,1924
1,35,1982
1,47,1972
1,80,1918
1,66,1918
1,51,1957
1,77,1985
1,54,1948
1,32,1973
1,44,1957
1,64,1960
1,84,1957
1,70,1983
1,89,1969
1,63,1918
1,38,1924
1,23,1971
1,81,1966
1,74,1969
1,45,1957
1,100,1924
1,52,1957.5
1,78,1918
1,57,1957
1,52,1918
1,70,1918
1,68,1971
1,198,1918
1,45,1994
1,57,1982
1,62,1980
1,77,1957
1,71,1957.5
1,54,1918
1,63,1924
1,69,1957.5
1,84,1973
1,48,1957.5
1,45,1918
1,30,1957
1,62,1957
1,66,1972
1,25,1972
1,176,1966
1,65,1957
1,105,1960
1,150,1966
1,30,1966
1,61,1957
1,32,1957
1,73,1918
1,87,1918
1,50,1918
1,54,1957.5
1,150,1918
1,80,1966
1,78,1948
1,85,1918
1,58,1975
1,46,1972
1,25,1969
1,51,1957.5
1,42,1957.5
1,61,1948
1,97,1939
1,64,1924
1,80,1971
1,86,1998
1,168,1973
1,42,1970
1,60,1918
1,48,1939
1,59,1957
1,68,1918
1,84,1957.5
1,42,1918
1,63,1971
1,75,1998
1,94,1924
1,47,1994.5
1,75,1966
1,63,1966
1,46,1988
1,89,1957.5
1,36,1987
1,60,1972
1,67,1966
1,71,1960
1,117,1918
1,78,1939
1,92,1939
1,70,1924
1,81,1948
1,48,1973
1,82,1957.5
1,60,1966
1,76,1966
1,72,1924
1,70,1966
1,74,1972
1,83,1991
1,75,1969
1,54,1948
1,86,1948
1,74,1918
1,120,1918
1,68,1972
1,38,1918
1,58,1960
1,106,1957
1,92,1957
1,36,1984
1,91,1918
1,30,1939
1,29,1957.5
1,37,1972
1,32,1970
1,37,1971
1,36,1960
1,98,1966
1,42,1960
1,60,1948
1,86,1948
1,26,1971
1,53,1972
1,70,1924
1,80,1924
1,56,1957
1,123,1918
1,62,1918
1,56,1966
1,130,1918
1,101,1924
1,70,1982
1,105,1924
1,75,1997
1,88,1973
1,77,1994.5
1,70,1918
1,82,1918
1,110,1918
1,72,1972
1,54,1983
1,100,1983
1,80,1966
1,104,1980
1,43,1983
1,39,1992
1,52,1918
1,97,1924
1,53,1957.5
1,140,1998
1,42,1966
1,50,1960
1,76,1957
1,49,1960
1,36,1966
1,57,1974
1,55,1966
1,53,1983
1,30,1924
1,58,1957
1,27,1972
1,107,1982
1,100,1957
1,36,1972
1,80,1991
1,78,1918
1,44,1982
1,35,1939
1,40,1948
1,49,1960
1,72,1966
1,69,1967
1,60,1960
1,62,1957
1,80,1960
1,70,1957
1,92,1918
1,75,1918
1,40,1957.5
1,81,1973
1,60,1957
1,75,1939
1,83,1969
1,64,1972
1,30,1957
1,74,1953
1,46,1966
1,46,1924
1,54,1960
1,46,1992
1,42,1985
1,86,1924
1,75,1924
1,81,1918
1,80,1957
1,53,1948
1,107,1972
1,63,1957.5
1,68,1957
1,75,1968
1,90,1918
1,55,1969
1,69,1957.5
1,57,1918
1,80,1918
1,39,1966
1,103,1993
1,58,1957
1,67,1972
1,87,1973
1,73,1960
1,108,1924
1,32,1957.5
1,82,1957
1,70,1918
1,54,1966
1,56,1971
1,63,1948
1,32,1966
1,68,1960
